,wsc_calibre_mm3,taux_remplissage_calibre_pct,segment_id,wse,wse_u,wsc_u_mm3,precip_mm,temp_mean_c,temp_max_c,temp_min_c,humidity_specific_gkg,wind_speed_ms,solar_rad_mj_m2_day
2015-12-27,653.5999999999999,57.891939769707704,0.0,207.689,0.013800000000000002,0.35800000000000004,0.0,15.59,22.76,11.27,3.68,2.26,11.19
2015-12-28,653.317,57.86687333923827,0.0,207.678,0.0164,0.424,0.0,13.01,20.7,8.71,3.7,1.42,7.76
2015-12-29,653.034,57.841806908768824,0.0,207.667,0.019000000000000003,0.49,0.0,13.36,21.08,7.97,4.73,1.51,9.95
2015-12-30,652.751,57.81674047829938,0.0,207.656,0.0216,0.556,0.0,13.37,20.54,9.22,5.7,1.82,9.71
2015-12-31,652.468,57.791674047829936,0.0,207.645,0.0242,0.622,0.0,13.68,21.55,8.3,5.2,1.27,12.05
2016-01-01,652.185,57.766607617360485,0.0,207.634,0.026800000000000004,0.6880000000000001,0.0,13.86,23.69,8.34,4.08,2.14,11.84
2016-01-02,651.9019999999999,57.74154118689104,0.0,207.623,0.029400000000000003,0.754,0.03,12.77,22.19,7.0,4.5,2.03,11.77
2016-01-03,651.6189999999999,57.71647475642161,0.0,207.612,0.032,0.82,0.81,13.09,21.09,7.21,5.87,3.07,4.99
2016-01-04,652.939,57.8333923826395,0.0,207.6632,0.0293,0.7509999999999999,1.74,14.53,20.71,10.61,7.82,4.07,5.11
2016-01-05,654.259,57.9503100088574,0.0,207.71439999999998,0.0266,0.6819999999999999,14.83,11.85,14.28,8.18,7.83,4.71,5.58
2016-01-06,655.579,58.067227635075284,0.0,207.7656,0.0239,0.6130000000000001,0.65,10.01,15.71,6.2,5.7,2.24,10.31
2016-01-07,656.899,58.18414526129318,0.0,207.8168,0.0212,0.544,0.0,11.73,20.26,5.85,3.85,1.56,12.65
2016-01-08,658.2189999999999,58.301062887511065,0.0,207.868,0.0185,0.475,1.0,14.24,23.08,7.57,5.55,2.43,10.94
2016-01-09,659.539,58.41798051372896,0.0,207.9192,0.0158,0.406,8.48,13.52,17.58,10.45,8.54,3.32,7.41
2016-01-10,660.8589999999999,58.53489813994685,0.0,207.97039999999998,0.0131,0.337,0.3,12.22,20.02,8.24,6.74,2.48,7.12
2016-01-11,662.179,58.65181576616475,0.0,208.0216,0.0104,0.268,0.08,11.21,18.6,6.64,5.93,2.62,7.39
2016-01-12,663.499,58.76873339238264,0.0,208.0728,0.0076999999999999985,0.19899999999999995,0.31,13.01,20.3,8.55,7.21,1.27,10.8
2016-01-13,664.819,58.88565101860053,0.0,208.124,0.005,0.12999999999999998,0.0,14.1,23.14,8.55,4.85,1.99,12.01
2016-01-14,663.817,58.79689991142604,0.0,208.0851,0.010499999999999999,0.272,0.0,14.12,23.02,8.44,4.63,2.02,12.75
2016-01-15,662.8149999999999,58.70814880425155,0.0,208.0462,0.016,0.414,1.77,11.2,16.51,7.89,6.64,2.85,5.05
2016-01-16,661.8129999999999,58.61939769707705,0.0,208.0073,0.021500000000000002,0.556,0.05,10.45,19.37,4.73,4.64,2.46,13.55
2016-01-17,660.8109999999999,58.53064658990256,0.0,207.9684,0.027,0.6980000000000001,0.0,12.44,20.49,6.18,3.65,1.57,10.27
2016-01-18,659.809,58.44189548272808,0.0,207.92950000000002,0.032499999999999994,0.8400000000000001,0.0,11.53,19.21,6.86,4.19,1.94,12.39
2016-01-19,658.807,58.35314437555359,0.0,207.8906,0.038,0.982,0.01,11.06,18.51,5.8,5.55,1.7,11.91
2016-01-20,657.8050000000001,58.2643932683791,0.0,207.8517,0.0435,1.124,0.49,12.18,18.03,8.31,6.22,2.22,5.54
2016-01-21,656.803,58.17564216120461,0.0,207.8128,0.048999999999999995,1.266,0.05,12.74,18.53,9.08,7.61,1.41,7.41
2016-01-22,655.8009999999999,58.08689105403011,0.0,207.77390000000003,0.05449999999999999,1.408,0.0,14.73,22.9,9.42,6.95,1.48,12.48
2016-01-23,654.799,57.99813994685562,0.0,207.735,0.06,1.55,0.0,16.15,23.48,11.2,5.44,2.21,12.0
2016-01-24,653.4445555555556,57.878171439818914,0.0,207.68255555555558,0.05588888888888889,1.442222222222222,0.0,16.32,24.15,11.82,5.65,1.46,13.12
2016-01-25,652.0901111111111,57.75820293278221,0.0,207.63011111111112,0.05177777777777778,1.3344444444444445,0.0,14.84,20.76,10.79,5.92,1.82,10.32
2016-01-26,650.7356666666667,57.6382344257455,0.0,207.5776666666667,0.04766666666666666,1.2266666666666668,0.23,13.15,19.85,9.51,6.67,1.75,9.1
2016-01-27,649.3812222222222,57.51826591870879,0.0,207.52522222222223,0.043555555555555556,1.1188888888888888,0.05,11.19,16.91,7.5,5.58,1.61,13.15
2016-01-28,648.0267777777777,57.398297411672075,0.0,207.4727777777778,0.03944444444444445,1.011111111111111,0.01,10.73,15.15,6.98,5.03,1.18,8.78
2016-01-29,646.6723333333333,57.278328904635366,0.0,207.42033333333333,0.035333333333333335,0.9033333333333333,0.01,10.83,16.88,7.24,5.97,1.43,12.62
2016-01-30,645.3178888888888,57.15836039759865,0.0,207.3678888888889,0.031222222222222224,0.7955555555555557,0.65,10.31,15.33,7.05,6.03,1.74,10.98
2016-01-31,643.9634444444443,57.03839189056195,0.0,207.31544444444444,0.027111111111111114,0.6877777777777778,0.0,11.53,20.14,5.16,5.23,1.42,14.57
2016-02-01,642.6089999999999,56.91842338352524,0.0,207.263,0.023,0.58,0.0,14.01,24.09,6.63,4.14,1.42,14.99
2016-02-02,642.6129999999999,56.918777679362265,0.0,207.2631,0.0215,0.5419999999999999,0.0,13.79,21.75,9.37,4.91,1.51,14.25
2016-02-03,642.617,56.91913197519929,0.0,207.2632,0.02,0.504,0.01,12.55,18.29,8.34,5.53,1.36,11.19
2016-02-04,642.621,56.91948627103631,0.0,207.26330000000002,0.0185,0.46599999999999997,0.0,14.52,23.38,8.38,5.2,3.48,12.46
2016-02-05,642.625,56.91984056687333,0.0,207.26340000000002,0.017,0.428,0.05,15.23,21.92,11.31,5.63,2.34,10.93
2016-02-06,642.6289999999999,56.920194862710346,0.0,207.26350000000002,0.0155,0.39,0.03,15.13,23.22,10.2,5.79,3.17,12.78
2016-02-07,642.633,56.920549158547395,0.0,207.2636,0.013999999999999999,0.352,0.14,13.42,19.21,10.41,6.8,3.48,6.55
2016-02-08,642.637,56.92090345438441,0.0,207.2637,0.012499999999999999,0.314,0.02,13.46,21.14,9.01,6.82,1.43,13.92
2016-02-09,642.641,56.92125775022143,0.0,207.2638,0.011,0.27599999999999997,0.01,11.65,19.76,6.14,6.24,2.37,12.49
2016-02-10,642.645,56.921612046058456,0.0,207.2639,0.0095,0.238,0.51,12.79,19.95,7.53,7.27,1.82,11.12
2016-02-11,642.649,56.921966341895484,0.0,207.264,0.008,0.2,2.84,12.44,16.87,10.17,8.52,2.13,5.99
2016-02-12,642.2515000000001,56.88675819309124,0.0,207.24865,0.0095,0.23900000000000002,1.11,13.96,20.65,9.4,7.77,2.59,10.31
2016-02-13,641.854,56.85155004428698,0.0,207.2333,0.011,0.278,3.6,13.72,18.7,10.98,7.96,3.98,7.59
2016-02-14,641.4565,56.81634189548272,0.0,207.21795,0.0125,0.317,19.51,11.25,15.25,6.83,7.35,6.83,8.43
2016-02-15,641.059,56.78113374667847,0.0,207.20260000000002,0.014,0.356,11.43,6.7,10.55,3.77,5.26,4.64,10.46
2016-02-16,640.6614999999999,56.74592559787421,0.0,207.18725,0.0155,0.395,1.83,5.55,11.36,0.92,4.0,1.78,15.23
2016-02-17,640.2639999999999,56.71071744906997,0.0,207.1719,0.017,0.43400000000000005,0.01,5.25,13.14,-0.92,3.36,2.2,14.12
2016-02-18,639.8665,56.67550930026572,0.0,207.15655,0.018500000000000003,0.47300000000000003,0.22,7.59,13.85,2.01,3.77,1.83,6.5
2016-02-19,639.469,56.64030115146147,0.0,207.1412,0.02,0.512,0.04,11.14,20.18,3.16,3.81,1.84,13.76
2016-02-20,639.0715,56.60509300265723,0.0,207.12585,0.0215,0.5509999999999999,0.03,11.13,19.03,5.43,3.42,3.24,16.64
2016-02-21,638.674,56.56988485385297,0.0,207.1105,0.023,0.5900000000000001,0.0,13.33,23.83,6.37,3.19,2.71,16.69
2016-02-22,638.2764999999999,56.53467670504872,0.0,207.09515,0.0245,0.629,9.02,10.85,17.4,5.5,5.73,2.32,7.66
2016-02-23,637.879,56.49946855624447,0.0,207.0798,0.026000000000000002,0.6679999999999999,0.32,12.18,20.07,6.52,5.77,1.32,18.26
2016-02-24,637.4815,56.464260407440214,0.0,207.06445,0.0275,0.707,0.14,11.05,19.45,5.4,4.96,2.64,15.6
2016-02-25,637.0840000000001,56.42905225863597,0.0,207.0491,0.029,0.746,1.7,9.64,16.78,5.3,5.8,2.44,13.61
2016-02-26,636.6865,56.39384410983171,0.0,207.03375,0.0305,0.785,11.87,10.83,19.1,4.2,5.7,4.28,12.78
2016-02-27,636.289,56.35863596102746,0.0,207.01839999999999,0.032,0.824,75.67,6.03,8.71,4.03,5.74,6.44,8.5
2016-02-28,635.8915,56.3234278122232,0.0,207.00305,0.0335,0.863,6.76,6.25,9.94,3.39,5.11,4.7,13.5
2016-02-29,635.4939999999999,56.28821966341895,0.0,206.9877,0.035,0.9019999999999999,7.5,7.95,12.15,4.5,5.76,3.07,15.31
2016-03-01,635.0965,56.253011514614705,0.0,206.97235,0.036500000000000005,0.941,0.03,9.51,17.76,2.73,5.04,1.42,20.23
2016-03-02,634.699,56.21780336581045,0.0,206.957,0.038,0.98,0.0,11.6,19.71,5.93,4.98,1.58,20.81
2016-03-03,636.375,56.36625332152347,0.0,207.0219,0.036199999999999996,0.933,0.01,11.9,20.75,5.25,5.94,1.83,19.4
2016-03-04,638.0509999999999,56.51470327723649,0.0,207.08679999999998,0.0344,0.886,0.24,12.41,19.96,6.96,6.22,2.09,14.2
2016-03-05,639.727,56.66315323294951,0.0,207.1517,0.0326,0.839,3.41,9.61,13.96,5.88,6.47,3.51,12.49
2016-03-06,641.403,56.81160318866253,0.0,207.2166,0.0308,0.7919999999999999,1.72,8.08,13.69,2.78,5.32,2.92,15.52
2016-03-07,643.079,56.96005314437554,0.0,207.2815,0.028999999999999998,0.745,10.85,7.16,13.42,1.58,5.31,4.27,8.91
2016-03-08,644.755,57.10850310008857,0.0,207.3464,0.0272,0.6980000000000001,1.49,8.32,14.48,3.68,5.19,2.65,15.86
2016-03-09,646.431,57.256953055801596,0.0,207.41129999999998,0.0254,0.6510000000000001,0.01,8.96,16.86,2.07,4.53,1.89,20.96
2016-03-10,648.107,57.40540301151461,0.0,207.4762,0.0236,0.6040000000000001,2.91,8.28,14.47,3.74,5.66,3.94,16.72
2016-03-11,649.7829999999999,57.55385296722763,0.0,207.5411,0.0218,0.5569999999999999,0.14,8.44,14.95,1.9,4.48,1.55,19.14
2016-03-12,651.459,57.70230292294065,0.0,207.606,0.02,0.51,0.0,10.45,18.69,2.39,3.98,1.37,22.73
2016-03-13,652.704,57.812577502214346,0.0,207.65425,0.02105,0.5375,0.0,11.57,19.86,4.81,4.02,1.79,21.91
2016-03-14,653.949,57.92285208148804,0.0,207.7025,0.0221,0.5650000000000001,0.0,12.06,20.81,4.86,4.68,2.15,20.16
2016-03-15,655.194,58.03312666076174,0.0,207.75074999999998,0.02315,0.5925,0.0,11.19,19.2,5.44,5.9,1.92,14.59
2016-03-16,656.439,58.14340124003543,0.0,207.799,0.0242,0.62,0.0,11.96,19.07,6.26,6.57,2.07,19.41
2016-03-17,657.684,58.25367581930912,0.0,207.84725,0.02525,0.6475000000000001,0.09,13.34,21.19,6.79,6.27,1.45,19.66
2016-03-18,658.929,58.36395039858281,0.0,207.8955,0.0263,0.675,0.02,13.78,21.81,7.9,6.22,1.86,21.66
2016-03-19,660.174,58.4742249778565,0.0,207.94375,0.02735,0.7025,0.91,12.26,18.82,7.42,6.92,2.29,14.13
2016-03-20,661.4189999999999,58.58449955713019,0.0,207.992,0.0284,0.73,0.78,12.01,18.15,7.61,6.62,1.99,16.8
2016-03-21,662.664,58.69477413640389,0.0,208.04025,0.029450000000000004,0.7575000000000001,15.91,10.23,14.28,7.72,6.51,2.93,14.73
2016-03-22,663.909,58.805048715677586,0.0,208.0885,0.030500000000000003,0.785,37.03,8.79,11.77,6.47,6.44,5.17,10.12
2016-03-23,665.154,58.915323294951286,0.0,208.13675,0.03155,0.8125000000000001,15.07,9.3,12.19,7.54,6.6,2.89,15.19
2016-03-24,666.399,59.02559787422498,0.0,208.185,0.032600000000000004,0.8400000000000001,1.52,10.66,16.55,6.23,6.34,1.97,17.78
2016-03-25,667.644,59.13587245349867,0.0,208.23325,0.03365,0.8675,0.35,11.62,19.74,4.45,5.91,1.49,23.69
2016-03-26,668.8889999999999,59.246147032772356,0.0,208.2815,0.0347,0.895,0.01,13.85,22.72,7.14,5.9,1.99,20.08
2016-03-27,670.134,59.35642161204606,0.0,208.32975,0.035750000000000004,0.9224999999999999,0.02,13.64,20.87,8.27,6.74,1.49,21.45
2016-03-28,671.3789999999999,59.46669619131975,0.0,208.378,0.0368,0.95,0.17,13.96,21.82,8.52,7.39,1.54,19.44
2016-03-29,672.624,59.57697077059345,0.0,208.42625,0.03785,0.9775,0.0,16.71,26.13,8.86,7.23,1.5,24.5
2016-03-30,673.8689999999999,59.68724534986713,0.0,208.4745,0.038900000000000004,1.0050000000000001,0.01,17.35,27.55,9.54,6.75,2.42,23.41
2016-03-31,675.114,59.79751992914084,0.0,208.52275,0.03995,1.0325,0.72,11.94,17.66,5.02,6.76,2.69,21.28
2016-04-01,676.3589999999999,59.907794508414526,0.0,208.571,0.041,1.06,0.0,10.34,18.69,3.31,4.89,1.95,25.94
2016-04-02,676.519,59.921966341895484,0.0,208.5772,0.0422,1.09,0.0,12.8,21.1,5.44,5.33,1.64,24.37
2016-04-03,676.6789999999999,59.93613817537643,0.0,208.5834,0.0434,1.1199999999999999,0.27,13.03,19.95,8.53,6.94,1.83,18.53
2016-04-04,676.8389999999999,59.950310008857386,0.0,208.5896,0.0446,1.15,20.6,13.64,20.35,8.88,7.73,3.61,13.9
2016-04-05,676.9989999999999,59.964481842338344,0.0,208.5958,0.0458,1.1800000000000002,12.0,11.2,14.55,7.09,6.9,4.73,16.64
2016-04-06,677.159,59.9786536758193,0.0,208.602,0.047,1.2100000000000002,0.18,12.27,18.39,7.0,6.66,2.52,18.65
2016-04-07,677.319,59.99282550930026,0.0,208.6082,0.0482,1.24,0.06,14.84,22.55,7.38,7.17,1.62,24.12
2016-04-08,677.479,60.00699734278122,0.0,208.61440000000002,0.0494,1.27,0.02,14.31,21.6,7.61,6.92,3.16,22.27
2016-04-09,677.6389999999999,60.02116917626217,0.0,208.6206,0.0506,1.3000000000000003,0.0,13.04,21.4,6.32,5.63,1.41,23.65
2016-04-10,677.799,60.035341009743135,0.0,208.6268,0.0518,1.33,0.08,12.96,20.44,6.37,6.28,2.78,20.85
2016-04-11,677.959,60.049512843224086,0.0,208.633,0.053,1.36,0.0,14.33,21.82,8.97,7.08,2.41,20.63
2016-04-12,678.46,60.093888396811344,0.0,208.6524,0.050699999999999995,1.302,0.0,14.49,22.35,8.11,7.06,2.42,18.71
2016-04-13,678.961,60.13826395039858,0.0,208.67180000000002,0.0484,1.244,0.0,15.83,22.88,10.33,7.59,1.69,21.13
2016-04-14,679.462,60.182639503985826,0.0,208.6912,0.0461,1.186,0.0,16.73,24.53,10.32,7.86,1.65,25.74
2016-04-15,679.963,60.22701505757308,0.0,208.7106,0.0438,1.1280000000000001,0.0,15.14,22.75,9.47,7.99,2.02,22.55
2016-04-16,680.4639999999999,60.271390611160314,0.0,208.73000000000002,0.041499999999999995,1.07,0.2,16.32,24.14,9.65,7.48,2.19,25.84
2016-04-17,680.9649999999999,60.31576616474755,0.0,208.7494,0.0392,1.0119999999999998,3.88,16.02,22.78,10.81,8.82,1.54,19.3
2016-04-18,681.4659999999999,60.3601417183348,0.0,208.7688,0.0369,0.954,0.93,19.3,28.8,12.15,9.38,2.28,24.26
2016-04-19,681.9669999999999,60.404517271922046,0.0,208.7882,0.0346,0.896,5.72,15.64,19.62,11.94,9.54,2.25,9.85
2016-04-20,682.468,60.44889282550929,0.0,208.8076,0.032299999999999995,0.838,2.21,14.0,19.07,10.43,7.17,2.76,20.59
2016-04-21,682.9689999999999,60.49326837909654,0.0,208.827,0.03,0.78,0.04,15.26,25.03,7.08,6.28,1.78,26.24
2016-04-22,682.795923076923,60.47793827076377,0.0,208.82028205128205,0.02969230769230769,0.7717948717948717,0.0,17.73,25.13,11.35,8.03,1.87,26.59
2016-04-23,682.6228461538461,60.46260816243101,0.0,208.8135641025641,0.029384615384615384,0.7635897435897435,0.0,18.43,26.25,12.42,8.53,2.06,26.56
2016-04-24,682.4497692307691,60.44727805409824,0.0,208.80684615384615,0.029076923076923077,0.7553846153846153,0.0,18.08,25.34,11.73,8.09,1.62,25.94
2016-04-25,682.2766923076922,60.43194794576547,0.0,208.8001282051282,0.02876923076923077,0.7471794871794871,0.0,19.57,28.12,11.73,8.27,1.85,27.09
2016-04-26,682.1036153846153,60.41661783743271,0.0,208.79341025641025,0.02846153846153846,0.738974358974359,0.0,19.52,27.48,13.08,7.79,1.99,28.45
2016-04-27,681.9305384615384,60.40128772909995,0.0,208.7866923076923,0.028153846153846154,0.7307692307692308,0.0,17.48,26.0,11.45,7.32,2.04,24.78
2016-04-28,681.7574615384615,60.385957620767186,0.0,208.77997435897436,0.027846153846153847,0.7225641025641026,0.0,16.04,22.42,9.97,7.25,1.42,21.27
2016-04-29,681.5843846153846,60.37062751243442,0.0,208.7732564102564,0.027538461538461536,0.7143589743589743,0.0,17.53,25.47,12.46,7.93,1.35,25.02
2016-04-30,681.4113076923077,60.35529740410165,0.0,208.76653846153846,0.02723076923076923,0.7061538461538461,0.0,17.64,25.28,11.04,8.52,1.64,22.9
2016-05-01,681.2382307692308,60.33996729576889,0.0,208.7598205128205,0.02692307692307692,0.6979487179487179,0.0,19.53,28.63,11.57,7.67,4.14,28.86
2016-05-02,681.0651538461539,60.324637187436124,0.0,208.75310256410256,0.026615384615384614,0.6897435897435897,0.01,22.7,33.35,13.9,7.64,3.65,28.22
2016-05-03,680.8920769230768,60.30930707910335,0.0,208.7463846153846,0.026307692307692306,0.6815384615384615,4.87,23.8,34.01,17.08,8.82,3.28,25.32
2016-05-04,680.719,60.2939769707706,0.0,208.73966666666666,0.026,0.6733333333333333,3.63,19.8,24.17,17.05,11.29,2.42,8.48
2016-05-05,680.545923076923,60.278646862437824,0.0,208.73294871794872,0.02569230769230769,0.665128205128205,4.91,19.01,23.6,13.65,10.59,3.1,10.1
2016-05-06,680.372846153846,60.26331675410505,0.0,208.72623076923077,0.025384615384615384,0.6569230769230769,4.02,15.68,21.07,11.71,8.67,2.85,16.79
2016-05-07,680.1997692307692,60.2479866457723,0.0,208.71951282051282,0.025076923076923077,0.6487179487179487,0.41,16.65,23.57,10.3,7.94,2.64,16.29
2016-05-08,680.0266923076922,60.232656537439524,0.0,208.71279487179487,0.02476923076923077,0.6405128205128205,7.24,16.21,22.58,12.23,8.75,3.35,8.34
2016-05-09,679.8536153846153,60.217326429106755,0.0,208.70607692307692,0.024461538461538458,0.6323076923076923,5.64,15.89,21.61,12.37,8.24,2.95,18.47
2016-05-10,679.6805384615384,60.201996320774,0.0,208.69935897435897,0.02415384615384615,0.6241025641025642,6.99,15.11,20.34,10.75,8.31,2.86,7.87
2016-05-11,679.5074615384615,60.18666621244123,0.0,208.69264102564102,0.023846153846153843,0.6158974358974358,6.26,14.21,19.71,8.76,7.45,4.32,16.67
2016-05-12,679.3343846153846,60.17133610410846,0.0,208.68592307692307,0.023538461538461536,0.6076923076923076,4.93,14.05,20.05,9.46,7.63,4.26,19.91
2016-05-13,679.1613076923077,60.15600599577569,0.0,208.67920512820513,0.02323076923076923,0.5994871794871796,5.83,13.87,19.38,9.14,7.52,3.68,22.11
2016-05-14,678.9882307692308,60.14067588744294,0.0,208.67248717948718,0.02292307692307692,0.5912820512820514,0.64,14.9,22.73,7.92,7.36,1.69,22.96
2016-05-15,678.8151538461539,60.12534577911018,0.0,208.66576923076923,0.022615384615384614,0.5830769230769232,0.0,17.24,25.77,9.17,7.02,1.73,30.18
2016-05-16,678.642076923077,60.11001567077741,0.0,208.65905128205128,0.022307692307692306,0.574871794871795,0.0,20.38,28.86,11.93,7.25,1.72,29.1
2016-05-17,678.4689999999999,60.09468556244464,0.0,208.65233333333333,0.022,0.5666666666666667,0.17,20.59,27.08,14.85,8.42,1.76,20.78
2016-05-18,678.2959230769231,60.079355454111884,0.0,208.64561538461538,0.02169230769230769,0.5584615384615385,1.41,17.46,21.59,13.69,10.26,1.23,21.86
2016-05-19,678.1228461538461,60.0640253457791,0.0,208.63889743589743,0.021384615384615384,0.5502564102564103,0.01,20.46,28.85,12.11,9.11,1.65,28.76
2016-05-20,677.9497692307691,60.04869523744634,0.0,208.63217948717949,0.021076923076923076,0.5420512820512821,0.0,23.36,32.4,14.51,8.36,1.76,29.9
2016-05-21,677.7766923076923,60.033365129113584,0.0,208.62546153846154,0.02076923076923077,0.5338461538461539,0.0,25.49,34.46,17.73,8.89,2.03,28.83
2016-05-22,677.6036153846153,60.0180350207808,0.0,208.6187435897436,0.02046153846153846,0.5256410256410257,0.0,22.71,29.87,16.65,9.98,2.01,27.68
2016-05-23,677.4305384615384,60.002704912448046,0.0,208.61202564102564,0.020153846153846154,0.5174358974358975,0.0,26.06,35.1,17.71,8.49,1.65,29.35
2016-05-24,677.2574615384615,59.98737480411528,0.0,208.6053076923077,0.019846153846153847,0.5092307692307692,0.0,24.1,32.74,16.64,9.23,2.83,29.12
2016-05-25,677.0843846153846,59.972044695782515,0.0,208.59858974358974,0.01953846153846154,0.501025641025641,0.0,21.45,29.76,15.28,9.99,2.27,25.6
2016-05-26,676.9113076923077,59.956714587449746,0.0,208.5918717948718,0.019230769230769232,0.49282051282051287,0.0,20.5,28.69,13.59,9.73,1.98,29.38
2016-05-27,676.7382307692308,59.94138447911699,0.0,208.58515384615384,0.01892307692307692,0.48461538461538467,0.0,21.6,30.53,13.77,8.95,2.63,29.32
2016-05-28,676.5651538461539,59.92605437078422,0.0,208.5784358974359,0.018615384615384614,0.47641025641025647,0.0,18.74,25.52,13.51,8.81,3.67,23.84
2016-05-29,676.392076923077,59.91072426245145,0.0,208.57171794871795,0.018307692307692306,0.4682051282051282,0.03,18.13,25.39,12.84,8.19,2.01,27.36
2016-05-30,676.219,59.8953941541187,0.0,208.565,0.018,0.46,0.0,18.43,26.79,10.74,7.43,2.18,30.75
2016-05-31,675.881,59.865456155890165,0.0,208.552,0.018,0.46,0.0,20.51,29.52,11.74,7.65,1.82,30.73
2016-06-01,675.5429999999999,59.83551815766164,0.0,208.539,0.018,0.46,0.0,24.8,34.68,14.87,7.55,2.22,30.45
2016-06-02,675.2049999999999,59.80558015943313,0.0,208.526,0.018,0.46,0.0,23.51,31.62,17.02,7.96,2.24,29.15
2016-06-03,674.867,59.7756421612046,0.0,208.513,0.018,0.46,0.0,19.78,27.3,13.37,8.02,2.82,30.17
2016-06-04,674.529,59.74570416297609,0.0,208.5,0.018,0.46,0.0,18.85,27.27,12.22,7.33,2.27,31.15
2016-06-05,674.191,59.71576616474756,0.0,208.487,0.018,0.46,0.04,21.65,31.11,13.15,7.37,1.63,31.03
2016-06-06,673.8530000000001,59.68582816651905,0.0,208.474,0.018,0.46,0.01,24.05,32.68,16.33,8.74,1.69,29.73
2016-06-07,673.515,59.655890168290526,0.0,208.461,0.018,0.46,0.0,28.77,39.52,17.83,8.64,1.52,28.92
2016-06-08,673.1769999999999,59.62595217006199,0.0,208.448,0.018,0.46,0.01,31.05,40.6,22.36,9.52,1.66,26.74
2016-06-09,672.8389999999999,59.59601417183348,0.0,208.435,0.018,0.46,0.0,28.44,37.61,20.07,9.47,2.65,28.5
2016-06-10,671.0509999999999,59.437643932683784,0.0,208.3656,0.0196,0.5020000000000001,0.01,23.9,32.37,16.98,9.49,2.92,28.71
2016-06-11,669.2629999999999,59.279273693534094,0.0,208.2962,0.0212,0.544,0.0,22.02,30.31,16.32,9.55,2.09,28.67
2016-06-12,667.475,59.12090345438441,0.0,208.2268,0.0228,0.5860000000000001,0.0,25.19,35.93,15.7,7.98,2.22,30.64
2016-06-13,665.687,58.96253321523473,0.0,208.1574,0.024399999999999998,0.6280000000000001,0.0,26.23,35.77,17.17,8.34,2.14,30.97
2016-06-14,663.899,58.80416297608503,0.0,208.08800000000002,0.026000000000000002,0.67,0.0,25.54,34.54,18.53,9.56,2.93,27.9
2016-06-15,662.111,58.64579273693534,0.0,208.01860000000002,0.0276,0.7120000000000001,0.83,20.47,27.91,14.84,9.73,4.46,15.91
2016-06-16,660.323,58.487422497785644,0.0,207.94920000000002,0.0292,0.7540000000000001,1.94,17.95,24.32,13.51,7.63,3.49,27.02
2016-06-17,658.5350000000001,58.32905225863597,0.0,207.87980000000002,0.0308,0.796,0.01,20.18,29.27,11.17,7.09,2.12,31.26
2016-06-18,656.7470000000001,58.17068201948628,0.0,207.81040000000002,0.0324,0.838,0.0,22.81,31.65,14.04,7.16,1.88,31.7
2016-06-19,654.9590000000001,58.01231178033659,0.0,207.741,0.034,0.88,0.0,24.86,33.76,15.83,6.44,2.11,31.35
2016-06-20,656.106,58.113906111603185,0.0,207.7855,0.0322,0.833,0.0,26.35,35.69,17.07,6.14,3.38,31.25
2016-06-21,657.2529999999999,58.215500442869796,0.0,207.83,0.030400000000000003,0.786,0.0,28.61,39.22,18.96,6.2,3.39,30.98
2016-06-22,658.4,58.3170947741364,0.0,207.8745,0.0286,0.7390000000000001,0.0,29.16,38.55,20.66,7.49,2.43,30.31
2016-06-23,659.547,58.41868910540301,0.0,207.919,0.0268,0.6920000000000001,0.0,29.78,38.47,21.2,7.93,1.63,29.6
2016-06-24,660.694,58.520283436669615,0.0,207.9635,0.025,0.6449999999999999,0.0,30.59,39.02,23.69,8.01,2.04,27.3
2016-06-25,661.8409999999999,58.62187776793621,0.0,208.008,0.023200000000000002,0.598,0.01,27.7,35.23,21.05,8.89,2.44,28.34
2016-06-26,662.988,58.723472099202844,0.0,208.0525,0.021400000000000002,0.551,0.36,23.8,30.92,17.79,9.5,2.56,27.84
2016-06-27,664.135,58.82506643046944,0.0,208.097,0.0196,0.504,0.08,26.75,38.02,16.87,9.61,2.68,26.21
2016-06-28,665.2819999999999,58.92666076173604,0.0,208.1415,0.0178,0.457,0.01,26.19,33.6,18.96,10.25,2.87,26.45
2016-06-29,666.429,59.028255093002656,0.0,208.186,0.016,0.41,0.07,25.82,33.67,18.61,11.41,2.19,27.69
2016-06-30,660.5799999999999,58.51018600531444,0.0,207.9593,0.0201,0.5149999999999999,0.81,25.75,33.52,18.6,11.87,2.23,26.41
2016-07-01,654.731,57.99211691762621,0.0,207.73260000000002,0.0242,0.62,1.14,25.96,35.32,18.99,11.38,2.83,25.81
2016-07-02,648.8820000000001,57.474047829938,0.0,207.5059,0.028300000000000002,0.725,0.01,28.32,40.82,17.66,9.31,2.86,29.25
2016-07-03,643.0329999999999,56.95597874224977,0.0,207.2792,0.0324,0.83,0.05,27.09,35.27,19.18,10.11,2.16,28.33
2016-07-04,637.184,56.43790965456156,0.0,207.0525,0.036500000000000005,0.9349999999999999,0.04,26.62,34.44,19.2,11.04,2.3,26.93
2016-07-05,631.335,55.91984056687335,0.0,206.82580000000002,0.040600000000000004,1.0399999999999998,0.0,27.69,37.06,20.24,11.46,2.56,28.75
2016-07-06,625.4859999999999,55.401771479185115,0.0,206.59910000000002,0.044700000000000004,1.145,0.02,26.73,36.32,19.74,11.88,2.81,21.77
